procedure_code,long_description,short_description,procedure_code_key,gold_run_id,gold_processed_timestamp
S1090,"Mometasone furoate sinus implant, 370 micrograms",Mometasone sinus implant,82316a64439422771e75e385f47553b0f8b901cd3b4b8a665512102daf27e90c,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S2055,"Harvesting of donor multivisceral organs, with preparation and maintenance of allografts; from cadaver donor",Harvesting of donor multivis,0a7895fe9e81a7922f140d627427adda23bc819e17eed9fa6952547305c48a2d,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S2208,"Minimally invasive direct coronary artery bypass surgery involving mini-thoracotomy or mini-sternotomy surgery, performed under direct vision; using single arterial and venous graft(s), single venous graft",Minimally invasive direct co,ad9e398985f435c89b2c4292e2a31913736b7cfd0b8b8ce0a89b08fd0d878cf3,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S2405,"Repair of sacrococcygeal teratoma in the fetus, procedure performed in utero",Fetal surg sacrococ teratoma,5c3594804f810cdb71f45d36199f245b0a2ecc4a7d00140e7075f49f2db81945,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S2900,Surgical techniques requiring use of robotic surgical system (list separately in addition to code for primary procedure),Robotic surgical system,6b6d35c6fe23a48a8c762c8aecef1244d8663ee808f31b9d37ce60daea8d58d0,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S3800,Genetic testing for amyotrophic lateral sclerosis (als),Genetic testing als,9ff98d532c445917b3b75805cb90be67fb5bc0d1e823c249342b45d176746f50,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S3861,"Genetic testing, sodium channel, voltage-gated, type v, alpha subunit (scn5a) and variants for suspected brugada syndrome",Genetic test brugada,b00b712c05fecb981347547401eeacc8f06d185527e247e260e1802548c48887,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S4030,Sperm procurement and cryopreservation services; initial visit,Sperm procure init visit,5e650a9d25d62c97e5d16f68f9a85b6c169b53769b087d957ac37d289cb5c520,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S5120,Chore services; per 15 minutes,Chore services per 15 min,e50744444aa519603b83beac8a72e94e925fb26559c8dffcef613dfb0d6208b1,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S5165,Home modifications; per service,Home modifications per serv,e048f567b1c03c24e530aeafda0058d5e40cb0168742fe879d649c5445cd35b0,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S5170,"Home delivered meals, including preparation; per meal",Homedelivered prepared meal,3e55302dcc757dc67aff1df0aa7e25ef40c05cb77db9f3cb0739fe33798223e2,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S5180,"Home health respiratory therapy, initial evaluation",Hh respiratory thrpy in eval,2a6531375bbc0a814efd9a5c98eecd2326b539b6f1f66b5055c9fd908f384dce,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S5199,"Personal care item, nos, each",Personal care item nos each,6a6cdbd8a2b57f6f8a24a6a6100f87307f30c9a27554a91ecbf8f418face940c,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S5553,"Insulin, long acting; 5 units",Insulin long acting 5 u,136d454bff0db1431720897ac4183365020946443208a1d490acb6098995956e,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S5565,Insulin cartridge for use in insulin delivery device other than pump; 150 units,Insulin cartridge 150 u,bf608eff88ce2237f1b7cb1ae566543cb7ab7883f21a3fb3461f7cde0512216a,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S8185,Flutter device,Flutter device,ecd4e1524a2e67ea85995a547523e34e36d7aa0ab322096844a1d70c4f026714,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S8426,"Gradient pressure aid (glove), custom made, heavy weight",Custom grad glove heavy,ae0e93d602dcb256b54b44630e2dd60d16acb1876d9a486acc3a768dfed1f90d,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S8940,"Equestrian/hippotherapy, per session",Hippotherapy per session,f27e9be073f1c7bc993af1940692161891dc0417139991d2dc0215da82370033,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S9088,Services provided in an urgent care center (list in addition to code for service),Services provided in urgent,6bbbc85a6c0be6a1b35d989def8872071274ae43bd9fbda58b648c10fed09078,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S9123,"Nursing care, in the home; by registered nurse, per hour (use for general nursing care only, not to be used when cpt codes 99500-99602 can be used)",Nursing care in home rn,ffd1fb44d7d86e74cc3391508347b7dbe4e1ad7d8fe77d51e674ef13f2739cec,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S9131,"Physical therapy; in the home, per diem",Pt in the home per diem,ee4344b82a5b0ca6966d51bddd007890bd027ce0253f9e41b8576fde9e8f65a1,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S9214,"Home management of gestational diabetes, includes administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately); per diem (do not use this code with any home infusion per diem code)",Hm gest dm per diem,3cfa8c6701ee31cd08ab7fc9032729dc16d354497c807908b34106377c847d49,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S9347,"Home infusion therapy, uninterrupted, long-term, controlled rate intravenous or subcutaneous infusion therapy (e.g., epoprostenol); administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit longterm infusion diem,be3dd3205f53e938f1015c95a1e66dee55a0f3c786d6f3c1c98575b51cdd4a65,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S9351,"Home infusion therapy, continuous or intermittent anti-emetic infusion therapy; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and visits coded separately), per diem",Hit cont antiemetic diem,52b19724d427266434fa7c81f2b567dd26ed63f0020aaea5e0c1bde63b6b2339,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S9361,"Home infusion therapy, diuretic intravenous therapy; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit diuretic infus diem,b96501c22d374773677d2ea937694afa968404091a6941e92b0da096f723d32f,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S9365,"Home infusion therapy, total parenteral nutrition (tpn); one liter per day, administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment including standard tpn formula (lipids, specialty amino acid formulas, drugs other than in standard formula and nursing visits coded separately), per diem",Hit tpn 1 liter diem,acb4a9c6409360f2abb9e0991d7be2b9f699f35bb9703f8c2392946aac603605,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S9370,"Home therapy, intermittent anti-emetic injection therapy; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Ht inj antiemetic diem,8172c54a08a33d013abda64b86069fcca6e736aa8675f514974126212cd6ec7e,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S9376,"Home infusion therapy, hydration therapy; more than two liters but no more than three liters per day, administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit hydra 3 liter diem,80f3b1d065aea296aa589260287dbca88615e899d893a1e17bcf6a31be23d556,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S9465,"Diabetic management program, dietitian visit","Diabetic management program,",b136df2b2309393c86c8ee105c9fea2ccf21e171f61d6626590ade1e5083f7c0,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
S9810,"Home therapy; professional pharmacy services for provision of infusion, specialty drug administration, and/or disease state management, not otherwise classified, per hour (do not use this code with any per diem code)",Ht pharm per hour,4a3ba829b7e23b9dd544b41e6dd4048e6f4afdf60f547b8475cf285e097ff49d,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
T1002,"Rn services, up to 15 minutes",Rn services up to 15 minutes,eb8ff001f2ef3b142c774cc388cc7224692b504bb17bcb6f40f943b6b56287d7,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
T2012,"Habilitation, educational; waiver, per diem","Habil ed waiver, per diem",5f9ac02d5ce2e16933b662d9ca6ce1f4afc1900cc15077fbd9f3744615f5a24a,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
V2207,"Spherocylinder, bifocal, plus or minus 4.25 to plus or minus 7.00d sphere,.12 to 2.00d cylinder, per lens",Lens sphcy bifocal 4.25-7d/.,f2f0f8fc4177cda2752b0197964f2f7be418fcb6ef62596a4efc2ad82f8ab1b3,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
V2628,Fabrication and fitting of ocular conformer,Fabrication & fitting,bbd28853d650dba4687ebbc9be27eb3fb714f328a4d134c77f022cfa2706cd8c,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
V2718,"Press-on lens, fresnell prism, per lens",Fresnell prism press-on lens,bfc8b2f8fa656b4db1a8ad4b792c8afc7e35ff88a2346dad79bc82f5598b55ec,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
V5110,"Dispensing fee, bilateral",Hearing aid dispensing fee,15114fe9ece8af652c52eeab68c637529b6ae4b6b506ff648a668aa6c566e860,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
V5214,"Hearing aid, contralateral routing system, binaural, itc/itc",Hearing aid binaural itc/itc,d1cc9cef9e9da5e87d51a549acf1d8fb2b9cab90ed63b84f586c95a9f791018d,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
V5269,"Assistive listening device, alerting, any type","Alerting device, any type",0f0ff888a9c5dafa7456d627ed86b2d0e90ced8e12942b9556d90d4a56b10da3,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
V5272,"Assistive listening device, tdd",Tdd,250e25bb496f356f9d11ed7f3c80db9579583824f5135b196926d360814eb2d7,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
V5282,"Assistive listening device, personal fm/dm system, binaural, (2 receivers, transmitter, microphone), any type",Ald fm/dm system binaural,c4071aad212a3c031c88bf232aec42a9b17b3e932e5bb9b5a7eaaa4c96150be7,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
V5287,"Assistive listening device, personal fm/dm receiver, not otherwise specified","Ald fm/dm receiver, nos",914dbf22a444c4c05e1a1213c9b173d92593a63fc8dad3b9466df8eb9c73d780,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
V5290,"Assistive listening device, transmitter microphone, any type",Ald transmitter microphone,db74880d4402d4b4d90b91064233a478110a9d00436b4d8c15b50bba4b9b3330,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
AA,Anesthesia services performed personally by anesthesiologist,Anesthesia perf by anesgst,58bb119c35513a451d24dc20ef0e9031ec85b35bfc919d263e7e5d9868909cb5,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
AS,"Physician assistant, nurse practitioner, or clinical nurse specialist services for assistant at surgery",Assistant at surgery service,de148153b07d429235e6324fa7eff44d0e873484cafdb9742080213b1d340545,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
F4,"Left hand, fifth digit","Left hand, fifth digit",015b7913470194d2a46ead719afc7768a3c4e8af770766cfe7898d7d834c0362,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
G4,Most recent urr reading of 70 to 74.9,Urr reading of 70 to 74.9,978425f807853d5b45aa67dc5e37fcdb95ee73e1d250930cf7aaf6480254b803,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
GG,"Performance and payment of a screening mammogram and diagnostic mammogram on the same patient, same day",Payment screen mam + diagmam,bee30e5b6d59c1bdf10100ef331706553fd3c4e6b0a342a092c6f6f733b8be36,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
GU,"Waiver of liability statement issued as required by payer policy, routine notice",Liability waiver rout notice,86856a090297ec6f5f6a6eb3b7b7837f79cd941ea499c5a8b4c0bc9bced1b1ca,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
GV,Attending physician not employed or paid under arrangement by the patient's hospice provider,Attending phys not hospice,665e9b8468dceda16ed3e315fbd0a0e597f4aa3b4c6f2146437f53f3af204c2c,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
HE,Mental health program,Mental health program,26aa85d6e7ae6b7194331b3411209f4b0f18b6d11005c43e0dc37af1d7aad6dd,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
HI,Integrated mental health and intellectual disability/developmental disabilities program,Men hlth intel/dev disab pgm,cd6f6854353f68f47c9c93217c5084bc66ea1af918ae1518a2d715a1885e1fcb,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
HS,Family/couple without client present,Family/couple w/o client prs,6e314c4d6b87797d60858511e299d6a5931286a23b0b396620cca42cc19305d9,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
KI,"Dmepos item, second or third month rental",Dmepos 2nd or 3rd mo rental,fd184691f9867a8291b8826f0db9e02d731d937be1a85a57fe379a53ec809ffe,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
KT,Beneficiary resides in a competitive bidding area and travels outside that competitive bidding area and receives a competitive bid item,Item from noncontract supply,792590be036e593f7c2e2b52b959100e0ed1343ae2c30761999bb74ef5760476,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
MA,Ordering professional is not required to consult a clinical decision support mechanism due to service being rendered to a patient with a suspected or confirmed emergency medical condition,Emer med cond susp/confirm,f0055891f09fff4839b344a4af5e0482696cab0e0bf307455661ba4056c787ee,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
QF,Prescribed amount of stationary oxygen while at rest exceeds 4 liters per minute (lpm) and portable oxygen is prescribed,Station o2 @ rest >4lpm/port,71d0abbee75a7249d7213680406f2a0593b8f962d068cef7fe6ec9e3152cf6d7,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
QN,Ambulance service furnished directly by a provider of services,Ambulance furn by provider,41505f05a7fbaf3811213a6968c7193ba525e0e91193b4010ee77dae7410d918,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
RI,Ramus intermedius coronary artery,Ramus intermedius cor artery,91d19006c4397461ab9912a25f8d7b52ad39d438d884005edd54006f576d7869,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
SE,State and/or federally-funded programs/services,State/fed funded program/ser,f031b70a2653be44af3a20aa33ad0f35d8a256046c108cfcaa3480988b4b383b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
SN,Third surgical opinion,Third opinion,19ac753101c8870b8e667480a40dcf1e7f224832e76d8e55aeb7b182a3ca7082,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
ST,Related to trauma or injury,Related to trauma or injury,bb1e6c76c178daba37fbc45d1bd4baff4d47be80c22ed2715c539d36e33cc65f,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
U3,"Medicaid level of care 3, as defined by each state",M/caid care lev 3 state def,101de8b737d2a9bf01633c95ce6e77bbd492bf3de84a9f4a593bb6e2c2efc510,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
X4,"Episodic/focused services: for reporting services by clinicians who provide focused care on particular types of treatment limited to a defined period and circumstance; the patient has a problem, acute or chronic, that will be treated with surgery, radiation, or some other type of generally time-limited intervention; reporting clinician service examples include but are not limited to, the orthopedic surgeon performing a knee replacement and seeing the patient through the postoperative period",Episodic/focused services,84a43eb937b616e52470959cfbd555bc0625c99b1a133372c9f73adbc163f6b6,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
XP,"Separate practitioner, a service that is distinct because it was performed by a different practitioner",Separate practitioner,168aad3e9812dfb60a52848beda88a7a38ad89568d54bfa43347664dbab737bc,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A0080,"Non-emergency transportation, per mile - vehicle provided by volunteer (individual or organization), with no vested interest",Noninterest escort in non er,77ba939ed0590a738d9a5a86bc0ddeae5ea4efcba83cdeb6ceceb3d2cde1a2d3,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A0120,"Non-emergency transportation: mini-bus, mountain area transports, or other transportation systems",Noner transport mini-bus,277fe8f3606c35f44a8963be5a11522f77d71cf7ec9d3940b2ff28e8a967ebb1,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A0140,Non-emergency transportation and air travel (private or commercial) intra or inter state,Nonemergency transport air,45793fa94f2977a05b77a6c04fd33bff00e0f513ae092bb7d2f8d33813764a5d,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A0180,Non-emergency transportation: ancillary: lodging-recipient,Noner transport lodgng recip,3814892c5ab69cdb5c21500a86b87c960903af2398cfda490d4bc2b64a61d9a9,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A0425,"Ground mileage, per statute mile",Ground mileage,32cc0961ab0fa6e7e6cc1c54935e52a9037f2d15d67b8de789e0119108776862,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A4226,"Supplies for maintenance of insulin infusion pump with dosage rate adjustment using therapeutic continuous glucose sensing, per week",Weekly supply maint cgs pump,72c6d3e7632d7145202a803fc6cf812e0cb3eae8e51a1fc3d1263cd08d6226f7,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A4247,"Betadine or iodine swabs/wipes, per box",Betadine/iodine swabs/wipes,e0225de030e003c0c19cb3296a7f0567f2cd717f4df9f9593204d3b82cfe2671,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A4258,"Spring-powered device for lancet, each",Lancet device each,c50df18f7b4ff2b259e6f194a6126b0de40e6f50811fb1d8f0821f652f6772d2,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A4261,Cervical cap for contraceptive use,Cervical cap contraceptive,23ba58966c7d933508d221673275c305c6fe5113b1642d6fbec445da82a76e39,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A4268,"Contraceptive supply, condom, female, each",Female condom,6e6b272e1e4cb3ef8ad4c2d939a6933b3b61235dfb90af1b0baa7f733fd35996,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A4285,"Polycarbonate bottle for use with breast pump, replacement",Replcmnt breast pump bottle,d9c21f482527dd337cebe007d8fd7a52cc6cabccdf395478ac2d1724da2191e0,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A4326,"Male external catheter with integral collection chamber, any type, each",Male external catheter,4b29bf97d5070fbda5975f4e721b466735f57c6424db4c60663d92c3be755162,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A4331,"Extension drainage tubing, any type, any length, with connector/adaptor, for use with urinary leg bag or urostomy pouch, each",Extension drainage tubing,7a9351dcd9028ec901b06c81609c2031562a96fa65f19337e954605681e803b9,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A4336,"Incontinence supply, urethral insert, any type, each",Urethral insert,4d460fd7809f9bfff225da6735d869a156b9fb7dee744873fdcc8773b841bae2,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A4337,"Incontinence supply, rectal insert, any type, each",Incontinent rectal insert,98a57c8b37fef295ed8ed95fe4e7163f2e409a2ef57d8df8a9a966e3e76032f4,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A4402,"Lubricant, per ounce",Lubricant per ounce,2af2f8b585e6cbebd7aff9c926271a8eb8eec7471bd54293030c8f0eaeadb375,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A4420,"Ostomy pouch, closed; for use on barrier with locking flange (2 piece), each",Ost pch clsd for bar w lk fl,89bc893cee7fbb449fcf03195adec51dfe48ae49bc8020826c0172c35ad662aa,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A4470,Gravlee jet washer,Gravlee jet washer,8f4d898ee6085223860d2ea59c5ad274107fbfe7a6fb670626caf0a9d1331c5a,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A4510,"Surgical stockings full length, each",Full length surg stocking,2b6e94ec91354ed58c04e5a82a1e2c9f4284a272447822b7696f5b6228bdab97,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A4562,"Pessary, non rubber, any type","Pessary, non rubber,any type",b4f19bf1ae9b0c16744d1c29d4eb9cafc15f215a110027d0332440d9a65d2f4c,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A4601,"Lithium ion battery, rechargeable, for non-prosthetic use, replacement",Lith ion non prosth recharge,bf5a7e25542004185c4b3e88ec9dc7a35dbff0e2d52498b7ef92343bdb068d45,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A4606,"Oxygen probe for use with oximeter device, replacement",Oxygen probe used w oximeter,bb35604ee7abe5092d946eb7f37b18ab9df842afd09cea025ae269a5153a0f23,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A4615,"Cannula, nasal",Cannula nasal,34eb91875b44b608772bbf4b3678f59d2f65edc738ef4acd1d02aba62fd402ba,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A4671,"Disposable cycler set used with cycler dialysis machine, each",Disposable cycler set,2ada4552064787881eb1d9e39a76c7d38aabfc2e34f6accdf9a659db38234212,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A6023,"Collagen dressing, sterile, size more than 48 sq. in., each",Collagen dressing >48 sq in,f4b6f3dec31bcac1b2821854e5a1fa2a9e4f38712187dc3e1717c2424f51799a,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A6025,"Gel sheet for dermal or epidermal application, (e.g., silicone, hydrogel, other), each","Silicone gel sheet, each",fe29af1b5dfa45f3669d38a9a258f7f7379e027f3224e49b0975144f010c086e,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A6206,"Contact layer, sterile, 16 sq. in. or less, each dressing",Contact layer <= 16 sq in,3b9025f8af2bfacd55f2ec323286313c72ccb3f7c4c4e91ad494722996055aea,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A6224,"Gauze, impregnated with other than water, normal saline, or hydrogel, sterile, pad size more than 48 sq. in., without adhesive border, each dressing",Gauze > 48 in no w/sal w/o b,1eee67168291f355c2fbcd4d43e4c276f678c301be1119d2ed61169a955c70c2,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A6240,"Hydrocolloid dressing, wound filler, paste, sterile, per ounce",Hydrocolld drg filler paste,98447b402cb24a660d0634173d1f0df181a3a4bf63d15831f68c4e619ae72c24,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A6254,"Specialty absorptive dressing, wound cover, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing",Absorpt drg <=16 sq in w/bdr,7f1df839ce2d009de053b7840bfb4c20543c08fe0debd9b55ef17598cc9e4222,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A6455,"Self-adherent bandage, elastic, non-knitted/non-woven, width greater than or equal to five inches, per yard","Self-adher band >=5""/yd",0c917fc5e5f4a7dd72a33f67cf8a88cb70abcbced58942e841e04d59e4981a08,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A6513,"Compression burn mask, face and/or neck, plastic or equal, custom fabricated",Compress burn mask face/neck,e1ed2ba1eab44d2b688dbd0920dc7a2737ed2b49154bec0d93efdd16641bc53b,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A7014,"Filter, nondisposable, used with aerosol compressor or ultrasonic generator",Compressor nondispos filter,10a31bda9ac097257e18e45f600095c208de84a03b0a6874e12859334f6ae221,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A7026,"High frequency chest wall oscillation system hose, replacement for use with patient owned equipment, each",Replace chst cmprss sys hose,341bf5d4cd18d506c0c7ef5b266ac0b98deb51103928c23417fcf38015bc656d,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A7041,Water seal drainage container and tubing for use with implanted chest tube,Water seal drain container,c634ea1ea3a248bc23b78692158491013881e4ab4f7eb8759151fbeb211ea06a,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A7044,"Oral interface used with positive airway pressure device, each",Pap oral interface,ee64f3ddd23b9b38c04db72cbfc5e025cd73b86600e3c4ad4f9df6bbaa7339f5,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A7048,"Vacuum drainage collection unit and tubing kit, including all supplies needed for collection unit change, for use with implanted catheter, each",Vacuum drain bottle/tube kit,29d20faa9935a8a74859cec7b1516949550054035647e9d1353d8aa0384b5744,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A9180,"Pediculosis (lice infestation) treatment, topical, for administration by patient/caretaker","Lice treatment, topical",7590290d9605a3e5bf945ca601542051a17bfaf42a2d9e0249c9e2d9bf7deeb7,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A9507,"Indium in-111 capromab pendetide, diagnostic, per study dose, up to 10 millicuries",In111 capromab,d7ea5edad45a65aee0dd0e9f47e9a70124ad694e61e9d6fad84528abea86da7a,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A9526,"Nitrogen n-13 ammonia, diagnostic, per study dose, up to 40 millicuries",Nitrogen n-13 ammonia,29346b2856948040250845ae492587a728d95f416385e95696c041546845ae2f,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
A9527,"Iodine i-125, sodium iodide solution, therapeutic, per millicurie",Iodine i-125 sodium iodide,770bc3a5d1551dc474b2a4310f39a10dd55d0f9f41a984f4d8fbf94edba38c75,bd3476ef-ff8a-437c-882c-4e40747aaee7,2026-03-02 06:27:51.953166
